"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.SourceConcept","Input.SourceConceptBase","Input.TargetConcept","Input.TargetConceptBase","Answer.DoNotKnow","Answer.Source2Target","Answer.Target2Source","Answer.Unrelated","Answer.comment","Approve","Reject"
"207PSI2KYEPL66GRRXD61J3O9K9SM4","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:28 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:28 GMT 2012","356","","28F5F3Q0JG5TC3WY3A24EF9T8KKHD3","A16AK06D5FHLOF","Submitted","Sat Jan 21 12:48:14 GMT 2012","Sat Jan 21 12:48:22 GMT 2012","Sat Jan 28 04:48:22 PST 2012","","","","8","100% (65/65)","100% (65/65)","100% (65/65)","http://en.wikipedia.org/wiki/Momentum","Momentum","http://en.wikipedia.org/wiki/Moment_map","Moment_map","DoNotKnow","","","",""
"207PSI2KYEPL66GRRXD61J3O9K9SM4","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:28 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:28 GMT 2012","356","","2C5IPDOBDDP830561P482MB46VDC10","ADN980R82YEY0","Submitted","Sat Jan 21 13:06:54 GMT 2012","Sat Jan 21 13:07:30 GMT 2012","Sat Jan 28 05:07:30 PST 2012","","","","36","100% (369/369)","100% (369/369)","100% (369/369)","http://en.wikipedia.org/wiki/Momentum","Momentum","http://en.wikipedia.org/wiki/Moment_map","Moment_map","","","","Unrelated",""
"207PSI2KYEPL66GRRXD61J3O9K9SM4","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:28 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:28 GMT 2012","356","","2C9ECWA6X3YOQTOMJ1WK2PTJ3AXNMC","A1AYHJTD7VEVXD","Submitted","Sat Jan 21 19:01:02 GMT 2012","Sat Jan 21 19:01:07 GMT 2012","Sat Jan 28 11:01:07 PST 2012","","","","5","100% (404/404)","100% (403/403)","100% (403/403)","http://en.wikipedia.org/wiki/Momentum","Momentum","http://en.wikipedia.org/wiki/Moment_map","Moment_map","","Source2Target","","",""
"207PSI2KYEPL66GRRXD61J3O9K9SM4","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:28 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:28 GMT 2012","356","","2CB1LY58B7270HR2MW8D66YG8BYT8B","A1NK5S5QJEOLZY","Submitted","Tue Jan 17 14:53:46 GMT 2012","Tue Jan 17 14:54:43 GMT 2012","Tue Jan 24 06:54:43 PST 2012","","","","57","100% (131/131)","100% (131/131)","100% (131/131)","http://en.wikipedia.org/wiki/Momentum","Momentum","http://en.wikipedia.org/wiki/Moment_map","Moment_map","","","","Unrelated",""
"207PSI2KYEPL66GRRXD61J3O9K9SM4","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:28 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:28 GMT 2012","356","","2LFFSVGULF39J95SUSSFX3NZ3BHN94","A3GFE7FYLZF4V1","Submitted","Sat Jan 21 14:15:26 GMT 2012","Sat Jan 21 14:15:29 GMT 2012","Sat Jan 28 06:15:29 PST 2012","","","","3","100% (441/441)","100% (441/441)","100% (441/441)","http://en.wikipedia.org/wiki/Momentum","Momentum","http://en.wikipedia.org/wiki/Moment_map","Moment_map","","Source2Target","","",""
"20EKUDD8XMB34KIL7NXUYO6T3HFODM","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:26 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:26 GMT 2012","348","","21DPHIT3HVWA91RS9ZAQ7173F1FCK5","A3GFE7FYLZF4V1","Submitted","Sat Jan 21 14:15:06 GMT 2012","Sat Jan 21 14:15:10 GMT 2012","Sat Jan 28 06:15:10 PST 2012","","","","4","100% (441/441)","100% (441/441)","100% (441/441)","http://en.wikipedia.org/wiki/Philosophi%C3%A6_Naturalis_Principia_Mathematica","Philosophi%C3%A6_Naturalis_Principia_Mathematica","http://en.wikipedia.org/wiki/Calculus","Calculus","","Source2Target","","",""
"20EKUDD8XMB34KIL7NXUYO6T3HFODM","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:26 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:26 GMT 2012","348","","2KYX3YOCCF0C3MTJW59NNIXZWXCSRR","A1NEE8MF6OYBF8","Submitted","Sun Jan 22 14:54:50 GMT 2012","Sun Jan 22 14:54:56 GMT 2012","Sun Jan 29 06:54:56 PST 2012","","","","6","100% (8/8)","100% (8/8)","100% (8/8)","http://en.wikipedia.org/wiki/Philosophi%C3%A6_Naturalis_Principia_Mathematica","Philosophi%C3%A6_Naturalis_Principia_Mathematica","http://en.wikipedia.org/wiki/Calculus","Calculus","","","Target2Source","",""
"20EKUDD8XMB34KIL7NXUYO6T3HFODM","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:26 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:26 GMT 2012","348","","2NMCF806UFBNT9421X63E5SXM4I0EQ","ADN980R82YEY0","Submitted","Tue Jan 17 18:44:58 GMT 2012","Tue Jan 17 18:45:18 GMT 2012","Tue Jan 24 10:45:18 PST 2012","","","","20","100% (369/369)","100% (369/369)","100% (369/369)","http://en.wikipedia.org/wiki/Philosophi%C3%A6_Naturalis_Principia_Mathematica","Philosophi%C3%A6_Naturalis_Principia_Mathematica","http://en.wikipedia.org/wiki/Calculus","Calculus","","","Target2Source","",""
"20EKUDD8XMB34KIL7NXUYO6T3HFODM","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:26 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:26 GMT 2012","348","","2WFCWYB49F9S69QJ8DAOSST6XXKPT1","A16AK06D5FHLOF","Submitted","Sat Jan 21 13:50:16 GMT 2012","Sat Jan 21 14:22:54 GMT 2012","Sat Jan 28 06:22:54 PST 2012","","","","1958","100% (65/65)","100% (65/65)","100% (65/65)","http://en.wikipedia.org/wiki/Philosophi%C3%A6_Naturalis_Principia_Mathematica","Philosophi%C3%A6_Naturalis_Principia_Mathematica","http://en.wikipedia.org/wiki/Calculus","Calculus","DoNotKnow","","","",""
"20EKUDD8XMB34KIL7NXUYO6T3HFODM","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:26 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:26 GMT 2012","348","","2WL6YTWX4H3HG6KQKL0GN6IK71ZY38","A1AYHJTD7VEVXD","Submitted","Sat Jan 21 00:03:06 GMT 2012","Sat Jan 21 00:03:15 GMT 2012","Fri Jan 27 16:03:15 PST 2012","","","","9","100% (404/404)","100% (403/403)","100% (403/403)","http://en.wikipedia.org/wiki/Philosophi%C3%A6_Naturalis_Principia_Mathematica","Philosophi%C3%A6_Naturalis_Principia_Mathematica","http://en.wikipedia.org/wiki/Calculus","Calculus","","","Target2Source","",""
"20KD21O3W5XHE0YBZUTK3EPLRSRGAP","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:16 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:16 GMT 2012","388","","223RI8IUB2YUNPS3Z5CB8L0GR9GI65","A1AYHJTD7VEVXD","Submitted","Fri Jan 20 17:59:55 GMT 2012","Fri Jan 20 18:00:14 GMT 2012","Fri Jan 27 10:00:14 PST 2012","","","","19","100% (404/404)","100% (403/403)","100% (403/403)","http://en.wikipedia.org/wiki/General_relativity","General_relativity","http://en.wikipedia.org/wiki/Pulsar","Pulsar","","Source2Target","","",""
"20KD21O3W5XHE0YBZUTK3EPLRSRGAP","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:16 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:16 GMT 2012","388","","28URCJK63ZVEHY0MR69AV9JMLJ68XH","A16AK06D5FHLOF","Submitted","Sat Jan 21 12:37:10 GMT 2012","Sat Jan 21 12:37:17 GMT 2012","Sat Jan 28 04:37:17 PST 2012","","","","7","100% (65/65)","100% (65/65)","100% (65/65)","http://en.wikipedia.org/wiki/General_relativity","General_relativity","http://en.wikipedia.org/wiki/Pulsar","Pulsar","DoNotKnow","","","",""
"20KD21O3W5XHE0YBZUTK3EPLRSRGAP","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:16 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:16 GMT 2012","388","","2ERMAZHHRRLF4HX9U7IH6KHPP4SDMD","ADN980R82YEY0","Submitted","Fri Jan 20 19:02:40 GMT 2012","Fri Jan 20 19:02:48 GMT 2012","Fri Jan 27 11:02:48 PST 2012","","","","8","100% (369/369)","100% (369/369)","100% (369/369)","http://en.wikipedia.org/wiki/General_relativity","General_relativity","http://en.wikipedia.org/wiki/Pulsar","Pulsar","","","","Unrelated",""
"20KD21O3W5XHE0YBZUTK3EPLRSRGAP","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:16 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:16 GMT 2012","388","","2MOYB49F9SSSVEANQ0ESY5H6VZCVR1","AG7K841P6LCWL","Submitted","Sat Jan 21 07:17:30 GMT 2012","Sat Jan 21 07:17:36 GMT 2012","Fri Jan 27 23:17:36 PST 2012","","","","6","100% (22/22)","100% (22/22)","100% (22/22)","http://en.wikipedia.org/wiki/General_relativity","General_relativity","http://en.wikipedia.org/wiki/Pulsar","Pulsar","DoNotKnow","","","",""
"20KD21O3W5XHE0YBZUTK3EPLRSRGAP","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:16 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:16 GMT 2012","388","","2SDKH1Q6SVQ8VPH8X6XLAOBWSA2L23","A3GFE7FYLZF4V1","Submitted","Sat Jan 21 11:37:50 GMT 2012","Sat Jan 21 11:38:53 GMT 2012","Sat Jan 28 03:38:53 PST 2012","","","","63","100% (441/441)","100% (441/441)","100% (441/441)","http://en.wikipedia.org/wiki/General_relativity","General_relativity","http://en.wikipedia.org/wiki/Pulsar","Pulsar","","","","Unrelated",""
"20LNAB6BFMFF2F740DKJKDGERFJVIW","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:28 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:28 GMT 2012","211","","22HW1INMHGYQI0C9HNXBKMFG4S8J6T","A18SOP2YLC0HZN","Submitted","Sun Jan 22 22:37:44 GMT 2012","Sun Jan 22 22:37:55 GMT 2012","Sun Jan 29 14:37:55 PST 2012","","","","11","100% (28/28)","100% (28/28)","100% (28/28)","http://en.wikipedia.org/wiki/Euler%27s_laws_of_motion","Euler%27s_laws_of_motion","http://en.wikipedia.org/wiki/Moment_%28physics%29","Moment_%28physics%29","","Source2Target","","",""
"20LNAB6BFMFF2F740DKJKDGERFJVIW","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:28 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:28 GMT 2012","211","","25CCJ011K274XOI6X8X1DN47APUCAZ","A1AYHJTD7VEVXD","Submitted","Sat Jan 21 18:51:35 GMT 2012","Sat Jan 21 18:51:41 GMT 2012","Sat Jan 28 10:51:41 PST 2012","","","","6","100% (404/404)","100% (403/403)","100% (403/403)","http://en.wikipedia.org/wiki/Euler%27s_laws_of_motion","Euler%27s_laws_of_motion","http://en.wikipedia.org/wiki/Moment_%28physics%29","Moment_%28physics%29","","","Target2Source","",""
"20LNAB6BFMFF2F740DKJKDGERFJVIW","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:28 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:28 GMT 2012","211","","25I8H88MQU6LJ5KHJUSR2X4BYBLAT7","A16AK06D5FHLOF","Submitted","Sat Jan 21 14:29:14 GMT 2012","Sat Jan 21 14:29:20 GMT 2012","Sat Jan 28 06:29:20 PST 2012","","","","6","100% (65/65)","100% (65/65)","100% (65/65)","http://en.wikipedia.org/wiki/Euler%27s_laws_of_motion","Euler%27s_laws_of_motion","http://en.wikipedia.org/wiki/Moment_%28physics%29","Moment_%28physics%29","DoNotKnow","","","",""
"20LNAB6BFMFF2F740DKJKDGERFJVIW","2ZZ2NJQ2172ZNQZ3DNBLHVEBUPGPXH","Help Determine Prerequisite for a Concept","In this task, you will determine whether understanding the main concept of a particular Wikipedia page is a prerequisite to understanding the main concept of another Wikipedia page.","comprehension,prerequisite,classification,newton's laws,physics,motion,velocity","$0.02","Tue Jan 17 04:18:28 GMT 2012","5","Department:Other","3600","604800","Tue Jan 24 04:18:28 GMT 2012","211","","25OAVKI62NJQGIGO6L0QM6BL1TYKSI","ADN980R82YEY0","Submitted","Tue Jan 17 18:49:32 GMT 2012","Tue Jan 17 18:49:46 GMT 2012","Tue Jan 24 10:49:46 PST 2012","","","","14","100% (369/369)","100% (369/369)","100% (369/369)","http://en.wikipedia.org/wiki/Euler%27s_laws_of_motion","Euler%27s_laws_of_motion","http://en.wikipedia.org/wiki/Moment_%28physics%29","Moment_%28physics%29","","Source2Target","","",""
